"date","season","competition","type","name","nation","rank","course.rank","tot.time","course.time","location","elevation","height.diff","max.climb","total.climb","birthday","snow.conditions","snow.temperature","air.temperature","weather.conditions","fails.total","speed","age","home"
"17-3-4","16-17","P","W","GWIZDON Magdalena","POL",15,26,1816.1,1443.5,"Pyeongchang",751,36,13,295,"4.8.1979","Hard Packed",0,1.1,"Partly Cloudy",1,6.92760651195012,37.6082191780822,"Aboard"
"17-3-4","16-17","P","W","MAGNUSSON Anna","SWE",16,24,1819.7,1438.4,"Pyeongchang",751,36,13,295,"31.3.1995","Hard Packed",0,1.1,"Partly Cloudy",2,6.95216907675195,21.9425799086758,"Aboard"
"17-3-4","16-17","P","W","FROLINA Anna","KOR",17,11,1819.7,1408.8,"Pyeongchang",751,36,13,295,"11.1.1984","Hard Packed",0,1.1,"Partly Cloudy",2,7.09823963657013,33.1671232876712,"Home"
"17-3-4","16-17","P","W","WIERER Dorothea","ITA",18,20,1840.6,1434.5,"Pyeongchang",751,36,13,295,"3.4.1990","Hard Packed",0,1.1,"Partly Cloudy",4,6.9710700592541,26.937100456621,"Aboard"
"17-3-4","16-17","P","W","CRAWFORD Rosanna","CAN",19,31,1847.1,1454.4,"Pyeongchang",751,36,13,295,"23.5.1988","Hard Packed",0,1.1,"Partly Cloudy",2,6.87568756875688,28.8001141552511,"Aboard"
"17-3-4","16-17","P","W","STARYKH Irina","RUS",20,6,1847.4,1398.5,"Pyeongchang",751,36,13,295,"22.4.1987","Hard Packed",0,1.1,"Partly Cloudy",2,7.15051841258491,29.8877853881279,"Aboard"
"17-3-4","16-17","P","W","BRAISAZ Justine","FRA",21,7,1847.7,1403.1,"Pyeongchang",751,36,13,295,"4.7.1996","Hard Packed",0,1.1,"Partly Cloudy",5,7.12707576081534,20.6795662100457,"Aboard"
"17-3-4","16-17","P","W","BRORSSON Mona","SWE",22,17,1852.1,1432.9,"Pyeongchang",751,36,13,295,"28.3.1990","Hard Packed",0,1.1,"Partly Cloudy",4,6.97885407216135,26.9535388127854,"Aboard"
"17-3-4","16-17","P","W","FIALKOVA Ivona","SVK",23,18,1854.9,1433.2,"Pyeongchang",751,36,13,295,"22.11.1994","Hard Packed",0,1.1,"Partly Cloudy",3,6.97739324588334,22.2958904109589,"Aboard"
"17-3-4","16-17","P","W","VARVYNETS Iryna","UKR",24,41,1857.4,1470.3,"Pyeongchang",751,36,13,295,"4.7.1992","Hard Packed",0,1.1,"Partly Cloudy",1,6.80133306128001,24.6823059360731,"Aboard"
"17-3-4","16-17","P","W","GEREKOVA Jana","SVK",25,39,1865.5,1467.8,"Pyeongchang",751,36,13,295,"27.11.1984","Hard Packed",0,1.1,"Partly Cloudy",2,6.81291729118409,32.2876712328767,"Aboard"
"17-3-4","16-17","P","W","KRYUKO Iryna","BLR",26,37,1869.2,1461.6,"Pyeongchang",751,36,13,295,"30.7.1991","Hard Packed",0,1.1,"Partly Cloudy",2,6.84181718664477,25.6138127853881,"Aboard"
"17-3-4","16-17","P","W","AYMONIER Celia","FRA",27,4,1872.9,1387,"Pyeongchang",751,36,13,295,"5.8.1991","Hard Packed",0,1.1,"Partly Cloudy",4,7.20980533525595,25.5973744292237,"Aboard"
"17-3-4","16-17","P","W","RAIKOVA Alina","KAZ",28,49,1874,1487.8,"Pyeongchang",751,36,13,295,"14.8.1991","Hard Packed",0,1.1,"Partly Cloudy",1,6.72133351256889,25.5727168949772,"Aboard"
"17-3-4","16-17","P","W","HAMMERSCHMIDT Maren","GER",29,2,1874.8,1385.3,"Pyeongchang",751,36,13,295,"24.10.1989","Hard Packed",0,1.1,"Partly Cloudy",6,7.21865299935032,27.3780821917808,"Aboard"
"17-3-4","16-17","P","W","TANDY Megan","CAN",30,30,1884.2,1451.8,"Pyeongchang",751,36,13,295,"10.9.1988","Hard Packed",0,1.1,"Partly Cloudy",2,6.88800110208018,28.4987442922374,"Aboard"
"17-3-4","16-17","P","W","VISHNEVSKAYA Galina","KAZ",31,44,1890.5,1474.9,"Pyeongchang",751,36,13,295,"10.2.1994","Hard Packed",0,1.1,"Partly Cloudy",1,6.78012068614821,23.0767123287671,"Aboard"
"17-3-4","16-17","P","W","BENDIKA Baiba","LAT",32,46,1891.8,1479,"Pyeongchang",751,36,13,295,"27.6.1991","Hard Packed",0,1.1,"Partly Cloudy",0,6.76132521974307,25.7042237442922,"Aboard"
"17-3-4","16-17","P","W","HERRMANN Denise","GER",33,1,1898.1,1383.4,"Pyeongchang",751,36,13,295,"20.12.1988","Hard Packed",0,1.1,"Partly Cloudy",6,7.22856729796154,28.2219178082192,"Aboard"
"17-3-4","16-17","P","W","HOJNISZ Monika","POL",34,34,1898.2,1457.9,"Pyeongchang",751,36,13,295,"27.8.1991","Hard Packed",0,1.1,"Partly Cloudy",4,6.85918101378695,25.537100456621,"Aboard"
"17-3-4","16-17","P","W","TACHIZAKI Fuyuko","JPN",35,38,1899.6,1462,"Pyeongchang",751,36,13,295,"13.1.1989","Hard Packed",0,1.1,"Partly Cloudy",1,6.83994528043776,28.1561643835616,"Aboard"
"17-3-4","16-17","P","W","EGAN Clare","USA",36,30,1899.9,1451.8,"Pyeongchang",751,36,13,295,"19.11.1987","Hard Packed",0,1.1,"Partly Cloudy",3,6.88800110208018,29.3095890410959,"Aboard"
"17-3-4","16-17","P","W","GASPARIN Aita","SUI",37,53,1900.9,1505.6,"Pyeongchang",751,36,13,295,"9.2.1994","Hard Packed",0,1.1,"Partly Cloudy",1,6.64187035069075,23.0794520547945,"Aboard"
"17-3-4","16-17","P","W","MERKUSHYNA Anastasiya","UKR",38,36,1909.9,1461.3,"Pyeongchang",751,36,13,295,"14.1.1995","Hard Packed",0,1.1,"Partly Cloudy",4,6.84322178881818,22.1506849315068,"Aboard"
"17-3-4","16-17","P","W","PUSKARCIKOVA Eva","CZE",39,45,1917.4,1475.8,"Pyeongchang",751,36,13,295,"3.1.1991","Hard Packed",0,1.1,"Partly Cloudy",5,6.77598590594932,26.1835616438356,"Aboard"
"17-3-4","16-17","P","W","RUNGGALDIER Alexia","ITA",40,29,1927.4,1449.1,"Pyeongchang",751,36,13,295,"27.11.1991","Hard Packed",0,1.1,"Partly Cloudy",3,6.90083500103513,25.2849315068493,"Aboard"
"17-3-4","16-17","P","W","TANG Jialin","CHN",41,42,1928.9,1472.2,"Pyeongchang",751,36,13,295,"5.11.1991","Hard Packed",0,1.1,"Partly Cloudy",2,6.79255535932618,25.3452054794521,"Aboard"
"17-3-4","16-17","P","W","HORCHLER Nadine","GER",42,21,1931.6,1435.5,"Pyeongchang",751,36,13,295,"21.6.1986","Hard Packed",0,1.1,"Partly Cloudy",3,6.96621386276559,30.723401826484,"Aboard"
"17-3-4","16-17","P","W","VITTOZZI Lisa","ITA",43,23,1933.2,1437.8,"Pyeongchang",751,36,13,295,"4.2.1995","Hard Packed",0,1.1,"Partly Cloudy",5,6.95507024620949,22.0931506849315,"Aboard"
"17-3-4","16-17","P","W","RANSOM Julia","CAN",44,25,1936.4,1441.3,"Pyeongchang",751,36,13,295,"4.2.1993","Hard Packed",0,1.1,"Partly Cloudy",4,6.93818080899188,24.0931506849315,"Aboard"
"17-3-4","16-17","P","W","AVVAKUMOVA Ekaterina","KOR",45,40,1938.2,1468.5,"Pyeongchang",751,36,13,295,"26.10.1990","Hard Packed",0,1.1,"Partly Cloudy",3,6.80966973101805,26.372602739726,"Home"
"17-3-4","16-17","P","W","YURKEVICH Darya","BLR",46,55,1940,1515.5,"Pyeongchang",751,36,13,295,"6.3.1988","Hard Packed",0,1.1,"Partly Cloudy",0,6.59848234905972,29.013698630137,"Aboard"
"17-3-4","16-17","P","W","GASPARIN Elisa","SUI",47,52,1956.3,1505,"Pyeongchang",751,36,13,295,"2.12.1991","Hard Packed",0,1.1,"Partly Cloudy",4,6.64451827242525,25.2712328767123,"Aboard"
"17-3-4","16-17","P","W","KISTANOVA Anna","KAZ",48,35,1960.7,1458.4,"Pyeongchang",751,36,13,295,"26.8.1990","Hard Packed",0,1.1,"Partly Cloudy",4,6.85682940208448,26.5398401826484,"Aboard"
"17-3-4","16-17","P","W","LUNDER Emma","CAN",49,54,1967.6,1509.4,"Pyeongchang",751,36,13,295,"2.9.1991","Hard Packed",0,1.1,"Partly Cloudy",2,6.62514906585398,25.5206621004566,"Aboard"
"17-3-4","16-17","P","W","AKIMOVA Tatiana","RUS",50,43,1968.3,1473,"Pyeongchang",751,36,13,295,"26.10.1990","Hard Packed",0,1.1,"Partly Cloudy",5,6.78886625933469,26.372602739726,"Aboard"
"17-3-4","16-17","P","W","KOCERGINA Natalija","LTU",51,50,1968.4,1489.6,"Pyeongchang",751,36,13,295,"17.4.1985","Hard Packed",0,1.1,"Partly Cloudy",2,6.71321160042965,31.9014840182648,"Aboard"
"17-3-4","16-17","P","W","REID Joanne","USA",52,39,1971.4,1467.8,"Pyeongchang",751,36,13,295,"28.6.1992","Hard Packed",0,1.1,"Partly Cloudy",5,6.81291729118409,24.6987442922374,"Aboard"
"17-3-4","16-17","P","W","HAUSER Lisa Theresa","AUT",53,28,1977.2,1447.9,"Pyeongchang",751,36,13,295,"16.12.1993","Hard Packed",0,1.1,"Partly Cloudy",5,6.90655432004973,23.2301369863014,"Aboard"
"17-3-4","16-17","P","W","USLUGINA Irina","RUS",54,48,1990.9,1481.9,"Pyeongchang",751,36,13,295,"10.6.1988","Hard Packed",0,1.1,"Partly Cloudy",5,6.74809366354005,28.750799086758,"Aboard"
"17-3-4","16-17","P","W","KLIMINA Darya","KAZ",55,47,2024.8,1480.3,"Pyeongchang",751,36,13,295,"6.9.1989","Hard Packed",0,1.1,"Partly Cloudy",6,6.75538742146862,27.509703196347,"Aboard"
"17-3-4","16-17","P","W","FENNE Hilde","NOR",56,27,2048.5,1446.4,"Pyeongchang",751,36,13,295,"12.5.1993","Hard Packed",0,1.1,"Partly Cloudy",8,6.91371681415929,23.8275114155251,"Aboard"
"17-3-4","16-17","P","W","HUBER Marion Roenning","NOR",57,51,2059.5,1490.6,"Pyeongchang",751,36,13,295,"9.6.1991","Hard Packed",0,1.1,"Partly Cloudy",6,6.70870790285791,25.7535388127854,"Aboard"
"17-3-4","16-17","P","W","MITORAJ Kinga","POL",58,56,2107.9,1529.7,"Pyeongchang",751,36,13,295,"10.4.1995","Hard Packed",0,1.1,"Partly Cloudy",7,6.53722952212852,21.9151826484018,"Aboard"
"17-1-7","16-17","P","W","DORIN HABERT Marie","FRA",1,2,2073.3,1749.7,"Oberhof",820,43,36,320,"19.6.1986","Packed powder",-8,-10.3,"Light Snowfall",2,5.71526547408127,30.5754566210046,"Aboard"
"17-1-7","16-17","P","W","KOUKALOVA Gabriela","CZE",2,1,2112.1,1747.3,"Oberhof",820,43,36,320,"1.11.1989","Packed powder",-8,-10.3,"Light Snowfall",3,5.72311566416757,27.2027397260274,"Aboard"
"17-1-7","16-17","P","W","MÄKÄRÄINEN Kaisa","FIN",3,3,2152.4,1752.1,"Oberhof",820,43,36,320,"11.1.1983","Packed powder",-8,-10.3,"Light Snowfall",4,5.70743679013755,34.013698630137,"Aboard"
"17-1-7","16-17","P","W","HAMMERSCHMIDT Maren","GER",4,15,2199.2,1787,"Oberhof",820,43,36,320,"24.10.1989","Packed powder",-8,-10.3,"Light Snowfall",5,5.59597090095131,27.2246575342466,"Home"
"17-1-7","16-17","P","W","BESCOND Anais","FRA",5,26,2206.6,1808,"Oberhof",820,43,36,320,"15.5.1987","Packed powder",-8,-10.3,"Light Snowfall",2,5.53097345132743,29.6713470319635,"Aboard"
"17-1-7","16-17","P","W","HINZ Vanessa","GER",6,18,2216.7,1795.8,"Oberhof",820,43,36,320,"24.3.1992","Packed powder",-8,-10.3,"Light Snowfall",2,5.56854883617329,24.8082191780822,"Home"
"17-1-7","16-17","P","W","OLSBU Marte","NOR",7,31,2225.7,1820.1,"Oberhof",820,43,36,320,"7.12.1990","Packed powder",-8,-10.3,"Light Snowfall",2,5.49420361518598,26.1041095890411,"Aboard"
"17-1-7","16-17","P","W","WIERER Dorothea","ITA",8,25,2227.7,1807.7,"Oberhof",820,43,36,320,"3.4.1990","Packed powder",-8,-10.3,"Light Snowfall",4,5.53189135365381,26.7836757990868,"Aboard"
"17-1-7","16-17","P","W","CHEVALIER Anais","FRA",9,35,2231.5,1828.9,"Oberhof",820,43,36,320,"12.2.1993","Packed powder",-8,-10.3,"Light Snowfall",4,5.46776751052545,23.9178082191781,"Aboard"
"17-1-7","16-17","P","W","VISHNEVSKAYA Galina","KAZ",10,10,2238.2,1781.4,"Oberhof",820,43,36,320,"10.2.1994","Packed powder",-8,-10.3,"Light Snowfall",3,5.61356236667789,22.9232876712329,"Aboard"
"17-1-7","16-17","P","W","SANFILIPPO Federica","ITA",11,19,2244.2,1798.9,"Oberhof",820,43,36,320,"24.10.1990","Packed powder",-8,-10.3,"Light Snowfall",3,5.55895269331258,26.2246575342466,"Aboard"
"17-1-7","16-17","P","W","HILDEBRAND Franziska","GER",12,20,2254.1,1800.2,"Oberhof",820,43,36,320,"24.3.1987","Packed powder",-8,-10.3,"Light Snowfall",4,5.55493834018442,29.813698630137,"Home"
"17-1-7","16-17","P","W","HAECKI Lena","SUI",13,28,2264.9,1815.3,"Oberhof",820,43,36,320,"1.7.1995","Packed powder",-8,-10.3,"Light Snowfall",5,5.50873133917259,21.537100456621,"Aboard"
"17-1-7","16-17","P","W","SLOOF Chardine","SWE",14,36,2273.1,1830.3,"Oberhof",820,43,36,320,"19.7.1992","Packed powder",-8,-10.3,"Light Snowfall",5,5.46358520461127,24.4877853881279,"Aboard"
"17-1-7","16-17","P","W","DZHIMA Yuliia","UKR",15,12,2273.2,1784.9,"Oberhof",820,43,36,320,"19.9.1990","Packed powder",-8,-10.3,"Light Snowfall",5,5.60255476497283,26.3206621004566,"Aboard"
"17-1-7","16-17","P","W","BIRKELAND Fanny Horn","NOR",16,30,2274.1,1819.7,"Oberhof",820,43,36,320,"8.3.1988","Packed powder",-8,-10.3,"Light Snowfall",4,5.49541133153817,28.8547945205479,"Aboard"
"17-1-7","16-17","P","W","HORCHLER Nadine","GER",17,8,2283.1,1778,"Oberhof",820,43,36,320,"21.6.1986","Packed powder",-8,-10.3,"Light Snowfall",4,5.62429696287964,30.5699771689498,"Home"
"17-1-7","16-17","P","W","TANG Jialin","CHN",18,37,2283.6,1831,"Oberhof",820,43,36,320,"5.11.1991","Packed powder",-8,-10.3,"Light Snowfall",3,5.46149645002731,25.1917808219178,"Aboard"
"17-1-7","16-17","P","W","GASPARIN Selina","SUI",19,6,2286.8,1766.6,"Oberhof",820,43,36,320,"3.4.1984","Packed powder",-8,-10.3,"Light Snowfall",5,5.66059096569682,32.7864155251142,"Aboard"
"17-1-7","16-17","P","W","FROLINA Anna","KOR",20,38,2288.2,1833.9,"Oberhof",820,43,36,320,"11.1.1984","Packed powder",-8,-10.3,"Light Snowfall",4,5.45286002508316,33.013698630137,"Aboard"
"17-1-7","16-17","P","W","AYMONIER Celia","FRA",21,5,2295.3,1761.2,"Oberhof",820,43,36,320,"5.8.1991","Packed powder",-8,-10.3,"Light Snowfall",7,5.67794685441744,25.4439497716895,"Aboard"
"17-1-7","16-17","P","W","CRAWFORD Rosanna","CAN",22,45,2301.2,1871.2,"Oberhof",820,43,36,320,"23.5.1988","Packed powder",-8,-10.3,"Light Snowfall",4,5.34416417272339,28.6466894977169,"Aboard"
"17-1-7","16-17","P","W","GREGORIN Teja","SLO",23,11,2303.4,1784.7,"Oberhof",820,43,36,320,"29.6.1980","Packed powder",-8,-10.3,"Light Snowfall",5,5.60318260772119,36.550799086758,"Aboard"
"17-1-7","16-17","P","W","GOESSNER Miriam","GER",24,9,2305.1,1780.9,"Oberhof",820,43,36,320,"21.6.1990","Packed powder",-8,-10.3,"Light Snowfall",6,5.61513841316188,26.5672374429224,"Home"
"17-1-7","16-17","P","W","KLIMINA Darya","KAZ",25,17,2306.6,1793.6,"Oberhof",820,43,36,320,"6.9.1989","Packed powder",-8,-10.3,"Light Snowfall",4,5.57537912578055,27.3562785388128,"Aboard"
"17-1-7","16-17","P","W","GEREKOVA Jana","SVK",26,39,2307.5,1835.1,"Oberhof",820,43,36,320,"27.11.1984","Packed powder",-8,-10.3,"Light Snowfall",5,5.44929431638603,32.1342465753425,"Aboard"
"17-1-7","16-17","P","W","KAISHEVA Uliana","RUS",27,24,2309.5,1804.4,"Oberhof",820,43,36,320,"8.3.1994","Packed powder",-8,-10.3,"Light Snowfall",5,5.5420084238528,22.8520547945205,"Aboard"
"17-1-7","16-17","P","W","STARYKH Irina","RUS",28,32,2312.2,1823,"Oberhof",820,43,36,320,"22.4.1987","Packed powder",-8,-10.3,"Light Snowfall",4,5.48546352166758,29.7343607305936,"Aboard"
"17-1-7","16-17","P","W","PODCHUFAROVA Olga","RUS",29,22,2315,1804.1,"Oberhof",820,43,36,320,"5.8.1992","Packed powder",-8,-10.3,"Light Snowfall",3,5.54292999279419,24.4412100456621,"Aboard"
"17-1-7","16-17","P","W","HOJNISZ Monika","POL",30,23,2317.4,1804.3,"Oberhof",820,43,36,320,"27.8.1991","Packed powder",-8,-10.3,"Light Snowfall",5,5.54231557944909,25.3836757990868,"Aboard"
"17-1-7","16-17","P","W","GWIZDON Magdalena","POL",31,13,2318.1,1785.6,"Oberhof",820,43,36,320,"4.8.1979","Packed powder",-8,-10.3,"Light Snowfall",7,5.60035842293907,37.4547945205479,"Aboard"
"17-1-7","16-17","P","W","AKIMOVA Tatiana","RUS",32,14,2324.5,1786.2,"Oberhof",820,43,36,320,"26.10.1990","Packed powder",-8,-10.3,"Light Snowfall",7,5.59847721419774,26.2191780821918,"Aboard"
"17-1-7","16-17","P","W","USLUGINA Irina","RUS",33,33,2335.5,1826.3,"Oberhof",820,43,36,320,"10.6.1988","Packed powder",-8,-10.3,"Light Snowfall",4,5.47555166182993,28.5973744292237,"Aboard"
"17-1-7","16-17","P","W","DOMRACHEVA Darya","BLR",34,7,2338.8,1767.8,"Oberhof",820,43,36,320,"3.8.1986","Packed powder",-8,-10.3,"Light Snowfall",6,5.65674850096165,30.4521689497717,"Aboard"
"17-1-7","16-17","P","W","LAUKKANEN Mari","FIN",35,4,2347.6,1753.5,"Oberhof",820,43,36,320,"9.11.1987","Packed powder",-8,-10.3,"Light Snowfall",6,5.70287995437696,29.1835616438356,"Aboard"
"17-1-7","16-17","P","W","PUSKARCIKOVA Eva","CZE",36,21,2352.6,1801.8,"Oberhof",820,43,36,320,"3.1.1991","Packed powder",-8,-10.3,"Light Snowfall",7,5.55000555000555,26.0301369863014,"Aboard"
"17-1-7","16-17","P","W","FENNE Hilde","NOR",37,16,2353.7,1789.6,"Oberhof",820,43,36,320,"12.5.1993","Packed powder",-8,-10.3,"Light Snowfall",6,5.58784085829236,23.6740867579909,"Aboard"
"17-1-7","16-17","P","W","HÖGBERG Elisabeth","SWE",38,27,2354,1813.1,"Oberhof",820,43,36,320,"7.11.1986","Packed powder",-8,-10.3,"Light Snowfall",5,5.51541558656445,30.1890410958904,"Aboard"
"17-1-7","16-17","P","W","MERKUSHYNA Anastasiya","UKR",39,41,2356.4,1851.3,"Oberhof",820,43,36,320,"14.1.1995","Packed powder",-8,-10.3,"Light Snowfall",6,5.40160967968455,21.9972602739726,"Aboard"
"17-1-7","16-17","P","W","GUZIK Krystyna","POL",40,43,2361.9,1856.4,"Oberhof",820,43,36,320,"16.8.1983","Packed powder",-8,-10.3,"Light Snowfall",6,5.38677009265245,33.4192922374429,"Aboard"
"17-1-7","16-17","P","W","KRYUKO Iryna","BLR",41,34,2406.7,1827.8,"Oberhof",820,43,36,320,"30.7.1991","Packed powder",-8,-10.3,"Light Snowfall",8,5.47105810263705,25.4603881278539,"Aboard"
"17-1-7","16-17","P","W","HORCHLER Karolin","GER",42,50,2441.8,1933.4,"Oberhof",820,43,36,320,"9.5.1989","Packed powder",-8,-10.3,"Light Snowfall",2,5.17223544015724,27.6850456621005,"Home"
"17-1-7","16-17","P","W","TACHIZAKI Fuyuko","JPN",43,44,2445.7,1858.1,"Oberhof",820,43,36,320,"13.1.1989","Packed powder",-8,-10.3,"Light Snowfall",4,5.38184166621818,28.0027397260274,"Aboard"
"17-1-7","16-17","P","W","DUNKLEE Susan","USA",44,29,2453.7,1818.3,"Oberhof",820,43,36,320,"13.2.1986","Packed powder",-8,-10.3,"Light Snowfall",9,5.49964252323599,30.9205479452055,"Aboard"
"17-1-7","16-17","P","W","BRORSSON Mona","SWE",45,42,2454.3,1852.7,"Oberhof",820,43,36,320,"28.3.1990","Packed powder",-8,-10.3,"Light Snowfall",7,5.39752793220705,26.8001141552511,"Aboard"
"17-1-7","16-17","P","W","RUNGGALDIER Alexia","ITA",46,48,2497.2,1894,"Oberhof",820,43,36,320,"27.11.1991","Packed powder",-8,-10.3,"Light Snowfall",8,5.27983104540655,25.1315068493151,"Aboard"
"17-1-7","16-17","P","W","ZHURAVOK Yuliia","UKR",47,51,2497.9,1939.6,"Oberhof",820,43,36,320,"10.11.1994","Packed powder",-8,-10.3,"Light Snowfall",4,5.15570220664054,22.1753424657534,"Aboard"
"17-1-7","16-17","P","W","TANDREVOLD Ingrid Landmark","NOR",48,52,2498.8,1973.1,"Oberhof",820,43,36,320,"23.9.1996","Packed powder",-8,-10.3,"Light Snowfall",3,5.06816684405251,20.3042237442922,"Aboard"
"17-1-7","16-17","P","W","EGAN Clare","USA",49,40,2518.9,1847.7,"Oberhof",820,43,36,320,"19.11.1987","Packed powder",-8,-10.3,"Light Snowfall",7,5.41213400443795,29.1561643835616,"Aboard"
"17-1-7","16-17","P","W","INNERHOFER Katharina","AUT",50,49,2520.6,1908.4,"Oberhof",820,43,36,320,"17.1.1991","Packed powder",-8,-10.3,"Light Snowfall",7,5.23999161601341,25.9917808219178,"Aboard"
"17-1-7","16-17","P","W","ERZEN Anja","SLO",51,47,2560.7,1885.5,"Oberhof",820,43,36,320,"26.10.1992","Packed powder",-8,-10.3,"Light Snowfall",8,5.30363298859719,24.2164383561644,"Aboard"
"17-1-7","16-17","P","W","KOCERGINA Natalija","LTU",52,46,2575.5,1884.5,"Oberhof",820,43,36,320,"17.4.1985","Packed powder",-8,-10.3,"Light Snowfall",10,5.30644733351021,31.7480593607306,"Aboard"
"18-2-12","17-18","P","O","DAHLMEIER Laura","GER",1,16,1835.3,1554.9,"Pyeongchang",751,36,40,260,"22.8.1993","Compact",-14.5,-10.2,"Partly cloudy",1,6.43128175445366,24.4932648401826,"Aboard"
"18-2-12","17-18","P","O","KUZMINA Anastasiya","SVK",2,1,1864.7,1477.2,"Pyeongchang",751,36,40,260,"28.8.1984","Compact",-14.5,-10.2,"Partly cloudy",4,6.76956404007582,33.4823059360731,"Aboard"
"18-2-12","17-18","P","O","BESCOND Anais","FRA",3,5,1864.9,1514.7,"Pyeongchang",751,36,40,260,"15.5.1987","Compact",-14.5,-10.2,"Partly cloudy",1,6.60196738628111,30.7699771689498,"Aboard"
"18-2-12","17-18","P","O","OLSBU Marte","NOR",4,9,1902.6,1542.6,"Pyeongchang",751,36,40,260,"7.12.1990","Compact",-14.5,-10.2,"Partly cloudy",4,6.48256190846623,27.2027397260274,"Aboard"
"18-2-12","17-18","P","O","OEBERG Hanna","SWE",5,6,1904.2,1535.9,"Pyeongchang",751,36,40,260,"2.11.1995","Compact",-14.5,-10.2,"Partly cloudy",3,6.51084054951494,22.2958904109589,"Aboard"
"18-2-12","17-18","P","O","HERRMANN Denise","GER",6,4,1914.7,1513.8,"Pyeongchang",751,36,40,260,"20.12.1988","Compact",-14.5,-10.2,"Partly cloudy",2,6.60589245607082,29.1671232876712,"Aboard"
"18-2-12","17-18","P","O","VITKOVA Veronika","CZE",7,23,1932.6,1571.4,"Pyeongchang",751,36,40,260,"9.12.1988","Compact",-14.5,-10.2,"Partly cloudy",3,6.36375206821942,29.1972602739726,"Aboard"
"18-2-12","17-18","P","O","HAECKI Lena","SUI",8,10,1936.8,1544.9,"Pyeongchang",751,36,40,260,"1.7.1995","Compact",-14.5,-10.2,"Partly cloudy",3,6.47291086801735,22.6357305936073,"Aboard"
"18-2-12","17-18","P","O","ECKHOFF Tiril","NOR",9,2,1943.1,1500.9,"Pyeongchang",751,36,40,260,"21.5.1990","Compact",-14.5,-10.2,"Partly cloudy",5,6.66266906522753,27.750799086758,"Aboard"
"18-2-12","17-18","P","O","BRORSSON Mona","SWE",10,27,1949.8,1574.7,"Pyeongchang",751,36,40,260,"28.3.1990","Compact",-14.5,-10.2,"Partly cloudy",1,6.35041595224487,27.8987442922374,"Aboard"
"18-2-12","17-18","P","O","VITTOZZI Lisa","ITA",11,8,1954.6,1538.3,"Pyeongchang",751,36,40,260,"4.2.1995","Compact",-14.5,-10.2,"Partly cloudy",4,6.50068257167003,23.0383561643836,"Aboard"
"18-2-12","17-18","P","O","HILDEBRAND Franziska","GER",12,24,1956.5,1572.3,"Pyeongchang",751,36,40,260,"24.3.1987","Compact",-14.5,-10.2,"Partly cloudy",3,6.36010939388157,30.9123287671233,"Aboard"
"18-2-12","17-18","P","O","HINZ Vanessa","GER",13,19,1961.4,1556.5,"Pyeongchang",751,36,40,260,"24.3.1992","Compact",-14.5,-10.2,"Partly cloudy",4,6.4246707356248,25.9068493150685,"Aboard"
"18-2-12","17-18","P","O","SKARDINO Nadezhda","BLR",14,21,1962.7,1560.6,"Pyeongchang",751,36,40,260,"27.3.1985","Compact",-14.5,-10.2,"Partly cloudy",1,6.4077918749199,32.9041095890411,"Aboard"
"18-2-12","17-18","P","O","WIERER Dorothea","ITA",15,9,1968.4,1542.6,"Pyeongchang",751,36,40,260,"3.4.1990","Compact",-14.5,-10.2,"Partly cloudy",5,6.48256190846623,27.8823059360731,"Aboard"
"18-2-12","17-18","P","O","CADURISCH Irene","SUI",16,48,1972.8,1622.6,"Pyeongchang",751,36,40,260,"23.10.1991","Compact",-14.5,-10.2,"Partly cloudy",4,6.16294835449279,26.3260273972603,"Aboard"
"18-2-12","17-18","P","O","KRYUKO Iryna","BLR",17,35,1974,1596.2,"Pyeongchang",751,36,40,260,"30.7.1991","Compact",-14.5,-10.2,"Partly cloudy",2,6.2648790878336,26.5590182648402,"Aboard"
"18-2-12","17-18","P","O","SEMERENKO Vita","UKR",18,31,1974.4,1580.5,"Pyeongchang",751,36,40,260,"18.1.1986","Compact",-14.5,-10.2,"Partly cloudy",4,6.32711167352104,32.0904109589041,"Aboard"
"18-2-12","17-18","P","O","CRAWFORD Rosanna","CAN",19,18,1983,1556,"Pyeongchang",751,36,40,260,"23.5.1988","Compact",-14.5,-10.2,"Partly cloudy",2,6.426735218509,29.7453196347032,"Aboard"
"18-2-12","17-18","P","O","VISHNEVSKAYA Galina","KAZ",20,36,1985.9,1597.3,"Pyeongchang",751,36,40,260,"10.2.1994","Compact",-14.5,-10.2,"Partly cloudy",1,6.2605647029362,24.0219178082192,"Aboard"
"18-2-12","17-18","P","O","PERSSON Linn","SWE",21,15,2001.7,1554.7,"Pyeongchang",751,36,40,260,"27.6.1994","Compact",-14.5,-10.2,"Partly cloudy",3,6.43210908857014,23.6466894977169,"Aboard"
"18-2-12","17-18","P","O","MÄKÄRÄINEN Kaisa","FIN",22,3,2002.2,1505.6,"Pyeongchang",751,36,40,260,"11.1.1983","Compact",-14.5,-10.2,"Partly cloudy",6,6.64187035069075,35.1123287671233,"Aboard"
"18-2-12","17-18","P","O","JISLOVA Jessica","CZE",23,38,2004.3,1601.7,"Pyeongchang",751,36,40,260,"28.7.1994","Compact",-14.5,-10.2,"Partly cloudy",3,6.24336642317538,23.5617579908676,"Aboard"
